course_title,domain,sub_domain,level,duration,paid_free,price,url
"Master Unity GUI: Design, Animate & Script Menus",Computer Science,Design and Product,Beginner,1,Paid,3795.91,https://www.coursera.org/learn/master-unity-gui-design-animate-script-menus
Leadership and Disruption,Business,Leadership and Management,Beginner,1,Paid,3375.07,https://www.coursera.org/learn/leadership-and-disruption
Build ATM User Interface using Routing in Angular,Computer Science,Mobile and Web Development,Beginner,1,Paid,3173.84,https://www.coursera.org/learn/build-atm-user-interface-routing-angular
Data Validation with Alteryx: Testing and Optimization Tools,Data Science,Data Analysis,Intermediate,1,Paid,4660.14,https://www.coursera.org/learn/data-validation-with-alteryx-testing-and-optimization-tools
Getting Started with Microsoft Excel,Business,Business Essentials,Intermediate,1,Free,0,https://www.coursera.org/learn/introduction-microsoft-excel
Professionalism in an era of change,Personal Development,Personal Development,Intermediate,2,Paid,3939.53,https://www.coursera.org/learn/professionalism-in-an-era-of-change
Data Engineering on AWS - Foundations,Information Technology,Data Management,Beginner,1,Paid,3775.87,https://www.coursera.org/learn/data-engineering-on-aws-foundations
"Advanced JavaScript 3: Objects, Collections, Functions",Computer Science,Software Development,Intermediate,1,Paid,4351.19,https://www.coursera.org/learn/advanced-javascript-3-objects-collections-functions
Six Sigma Tools for Improve and Control,Business,Business Essentials,Beginner,1,Paid,3165.48,https://www.coursera.org/learn/six-sigma-improve-control
Apply Chef to Automate Cloud Infrastructure Projects,Information Technology,Cloud Computing,Beginner,1,Paid,3878.58,https://www.coursera.org/learn/apply-chef-automate-cloud-infrastructure-projects
Introduction to Archaeology: Reconstruction of The Past,Social Sciences,Governance and Society,Beginner,2,Paid,3269.86,https://www.coursera.org/learn/knowing-the-past-archaeology-as-reconstruction-of-the-past
What’s Your Big Idea?,Business,Business Strategy,Beginner,1,Free,0,https://www.coursera.org/learn/big-ideas
Software Development Practices,Computer Science,Software Development,Beginner,1,Paid,3200.56,https://www.coursera.org/learn/software-development-practices-bits
Write Impactful Newsletters,Business,Business Essentials,Beginner,1,Paid,2970.93,https://www.coursera.org/learn/write-impactful-newsletters
Generative AI for Java and Spring Development,Computer Science,Software Development,Intermediate,1,Paid,3630.58,https://www.coursera.org/learn/generative-ai-for-java-and-spring-development
Engineer & Explain AI Model Decisions,Computer Science,Design and Product,Intermediate,1,Paid,4483.12,https://www.coursera.org/learn/engineer-and-explain-ai-model-decisions
Scale in the Cloud,Information Technology,Cloud Computing,Beginner,1,Free,0,https://www.coursera.org/learn/scale-in-the-cloud
Manage and Secure Distributed Services with GKE Managed Service Mesh,Information Technology,Cloud Computing,Advanced,1,Paid,6514.67,https://www.coursera.org/learn/googlecloud-manage-and-secure-distributed-services-with-gke-managed-servic-ap1vv
Generative AI: Advancing Systems Analysis & Architecture,Information Technology,Support and Operations,Intermediate,1,Paid,4738.62,https://www.coursera.org/learn/generative-ai-advancing-systems-analysis-and-architecture
Exploring Data Transformation with Google Cloud - Français,Information Technology,Cloud Computing,Beginner,1,Paid,3236.46,https://www.coursera.org/learn/innovating-with-data-google-cloud-fr
Chemerinsky on Constitutional Law - The Structure of Government,Social Sciences,Law,Beginner,1,Paid,2869.9,https://www.coursera.org/learn/chemerinsky-on-constitutional-law-structure-of-government
Boost Productivity with Gemini in BigQuery - Français,Computer Science,Software Development,Beginner,1,Paid,3643.1,https://www.coursera.org/learn/boost-productivity-with-gemini-in-bigquery---franais
Foundations of Data Science and Machine Learning with Python,Data Science,Machine Learning,Intermediate,1,Paid,4555.76,https://www.coursera.org/learn/packt-prerequisites-and-advanced-machine-learning-for-nlp-xwtax
Communication and Relationship Building,Business,Leadership and Management,Beginner,1,Paid,2975.1,https://www.coursera.org/learn/communication-and-relationship-building
Create and Design Digital Products using Canva,Business,Marketing,Advanced,1,Paid,6873.72,https://www.coursera.org/learn/create-design-digital-products-canva
Designing User Interfaces and User Interactions,Computer Science,Design and Product,Beginner,2,Free,0,https://www.coursera.org/learn/designing-user-interfaces-and-user-interactions-iitg
Building and Debugging Cloud Functions for Node.js,Information Technology,Cloud Computing,Beginner,1,Free,0,https://www.coursera.org/learn/googlecloud-building-and-debugging-cloud-functions-for-node-js-yayd9
"Advanced UiPath, Orchestrator, and Mock Interviews",Computer Science,Software Development,Intermediate,1,Free,0,https://www.coursera.org/learn/packt-advanced-uipath-orchestrator-and-mock-interviews-ax2ar
Branding and Customer Experience,Business,Marketing,Intermediate,1,Free,0,https://www.coursera.org/learn/branding-and-cx
HTML5: Content Authoring Fundamentals,Computer Science,Mobile and Web Development,Beginner,1,Paid,3793.4,https://www.coursera.org/learn/html5-content-authoring-fundamentals-lo094007
Creating Interactive Learning Videos with Edpuzzle,Social Sciences,Education,Beginner,1,Paid,3218.92,https://www.coursera.org/learn/creating-interactive-learning-videos-edpuzzle
"Fandom, Community, and Identity in Popular Music",Personal Development,Personal Development,Beginner,1,Free,0,https://www.coursera.org/learn/fandom-community-identity-popular-music
Tailwind CSS Practice Project: Build a Product Card,Computer Science,Mobile and Web Development,Intermediate,1,Paid,3491.97,https://www.coursera.org/learn/build-a-product-card-with-tailwind-css
Introduction to Android Automotive for Infotainment Systems,Computer Science,Software Development,Intermediate,1,Free,0,https://www.coursera.org/learn/introduction-to-android-automotive-for-infotainment-systems
GenAI for Technology Consultants,Data Science,Machine Learning,Beginner,1,Paid,3801.76,https://www.coursera.org/learn/genai-for-technology-consultants
Build an End-to-End Data Capture Pipeline using Document AI,Computer Science,Software Development,Beginner,1,Paid,3573.8,https://www.coursera.org/learn/googlecloud-build-an-end-to-end-data-capture-pipeline-using-document-ai-wiisg
Data-Oriented C++ in Scientific Programming,Computer Science,Algorithms,Intermediate,1,Free,0,https://www.coursera.org/learn/data-oriented-scientific-programming
Current Issues in Ethics and AI,Computer Science,Algorithms,Beginner,1,Paid,3163.82,https://www.coursera.org/learn/current-issues-in-ethics-and-ai
Continuous Delivery & DevOps,Computer Science,Software Development,Beginner,1,Paid,2814.78,https://www.coursera.org/learn/uva-darden-continous-delivery-devops
Apply Generative AI Integration and Deployment Strategies,Data Science,Machine Learning,Beginner,1,Paid,3492.8,https://www.coursera.org/learn/apply-generative-ai-integration-deployment-strategies
"Quantitative Finance with SAS: Apply, Analyze & Evaluate",Business,Finance,Beginner,1,Free,0,https://www.coursera.org/learn/quantitative-finance-sas-apply-analyze-evaluate
Introduction to Personal Finance,Personal Development,Personal Development,Beginner,1,Paid,3387.6,https://www.coursera.org/learn/personal-finance-introduction
Routines in SQL: Stored procedures in SQL Server,Data Science,Data Analysis,Intermediate,1,Free,0,https://www.coursera.org/learn/routines-in-sql-stored-procedures-in-sql-server
Introduction to QuickBooks Online & Setting Up Your Business,Business,Finance,Beginner,1,Paid,3321.63,https://www.coursera.org/learn/packt-introduction-to-quickbooks-online-and-setting-up-your-business-h79xw
Diversity and Inclusion in the Workplace,Business,Business Essentials,Beginner,1,Free,0,https://www.coursera.org/learn/diversity-inclusion-training
Fundamentals of Gen AI Negotiation,Business,Business Strategy,Beginner,1,Paid,3248.15,https://www.coursera.org/learn/gen-ai-negotiation
Movement Strategies for Menopause Health,Health,Patient Care,Intermediate,1,Free,0,https://www.coursera.org/learn/movement-strategies-for-menopause-health
Security Architecture & Operations,Information Technology,Security,Intermediate,1,Free,0,https://www.coursera.org/learn/packt-security-architecture-operations-mxqe4
"GIS Data Formats, Design and Quality",Physical Science and Engineering,Environmental Science and Sustainability,Intermediate,1,Free,0,https://www.coursera.org/learn/gis-data
Clean & Maintain Lists,Data Science,Data Analysis,Beginner,1,Paid,3595.51,https://www.coursera.org/learn/clean--maintain-lists
Systems Thinking Basics,Business,Business Strategy,Beginner,1,Paid,3116.22,https://www.coursera.org/learn/systems-thinking-basics
Agentic AI Systems with Vector DBs & RAG,Computer Science,Software Development,Advanced,1,Free,0,https://www.coursera.org/learn/agentic-ai-systems-vector-db-rag
Analyze Healthcare Data: Boost Patient Outcomes,Health,Patient Care,Beginner,1,Paid,3528.71,https://www.coursera.org/learn/analyze-healthcare-data-boost-patient-outcomes
Fundamentals of Visualization with Tableau,Data Science,Data Analysis,Beginner,1,Paid,3501.16,https://www.coursera.org/learn/data-visualization-tableau
Gen AI for Fraud Detection Analytics,Information Technology,Security,Beginner,1,Paid,3320.8,https://www.coursera.org/learn/gen-ai-for-fraud-detection-analytics
Interdisciplinarity in Thought and Practice,Arts and Humanities,Music and Art,Beginner,2,Free,0,https://www.coursera.org/learn/interdisciplinarity-in-thought-and-practice
Build End-to-End RPA Solutions with UiPath,Information Technology,Support and Operations,Beginner,1,Paid,3138.77,https://www.coursera.org/learn/build-end-to-end-rpa-solutions-with-uipath
The CISO Masterclass,Information Technology,Security,Intermediate,1,Free,0,https://www.coursera.org/learn/packt-the-ciso-masterclass-ylnac
Measure Brand Buzz,Business,Marketing,Intermediate,1,Paid,3751.66,https://www.coursera.org/learn/measure-brand-buzz
Subsistence Marketplaces,Business,Leadership and Management,Beginner,1,Paid,3534.56,https://www.coursera.org/learn/subsistence-marketplaces
Creating a Technology Startup Company,Business,Entrepreneurship,Beginner,1,Paid,3608.04,https://www.coursera.org/learn/creating-a-technology-startup-company
Unix System Overview and Command,Information Technology,Support and Operations,Intermediate,1,Paid,4680.18,https://www.coursera.org/learn/unix-system-overview-and-command
Introduction to Programming with MATLAB,Computer Science,Software Development,Beginner,2,Paid,3675.67,https://www.coursera.org/learn/matlab
High-Performance Team Leadership: Lead Teams That Deliver,Business,Leadership and Management,Beginner,1,Paid,2925,https://www.coursera.org/learn/high-performance-team-leadership
Site Investigation,Physical Science and Engineering,Environmental Science and Sustainability,Intermediate,1,Paid,4670.99,https://www.coursera.org/learn/site-investigation
Optimizing Applications Using Cloud Profiler,Information Technology,Cloud Computing,Beginner,1,Paid,3185.52,https://www.coursera.org/learn/googlecloud-optimizing-applications-using-cloud-profiler-1sh2v
Using OpenTSDB to Monitor Time-Series Data on Cloud Platform,Information Technology,Cloud Computing,Intermediate,1,Free,0,https://www.coursera.org/learn/googlecloud-using-opentsdb-to-monitor-time-series-data-on-cloud-platform-spfpj
Agile Leadership Principles and Practices,Business,Leadership and Management,Intermediate,1,Paid,4162.48,https://www.coursera.org/learn/agile-leadership-principles-and-practices
Advanced Branding in Canva,Computer Science,Design and Product,Beginner,1,Paid,2953.4,https://www.coursera.org/learn/advanced-branding-in-canva
Coding Algorithms with AI,Business,Entrepreneurship,Beginner,1,Paid,3686.52,https://www.coursera.org/learn/uva-darden-coding-algorithms-with-ai
Basic English Skills : Visit California,Language Learning,Learning English,Beginner,1,Paid,3735.79,https://www.coursera.org/learn/basic-english-visit-california
Payment Controls and Approvals,Business,Finance,Beginner,1,Free,0,https://www.coursera.org/learn/payment-controls-and-approvals
Get started with Microsoft Planner,Business,Business Essentials,Beginner,1,Free,0,https://www.coursera.org/learn/get-started-microsoft-planner
Mastering HCM: Oracle Fusion & Dayforce Essentials,Business,Leadership and Management,Intermediate,1,Free,0,https://www.coursera.org/learn/mastering-hcm-oracle-fusion--dayforce-essentials
"Automate, Validate, and Deliver Insightful Reports",Business,Business Strategy,Beginner,1,Free,0,https://www.coursera.org/learn/automate-validate--deliver-insightful-reports
